Total,Latitude,Longitude
9,44.5601180012,5.55366934247
5,45.8908643906,0.158281898668
25,47.3309047004,3.87554072718
12,48.438498732,-1.33753495005
10,43.3873063189,2.30289301086
19,44.8193051355,-0.410997563502
13,46.0744536905,5.02162055898
100,45.6362754046,4.72434330862
33,48.7281187821,5.96351375096
5,49.6092660128,2.12817479204
968,43.397192269,5.61980749093
414,49.6340425257,2.29183403499
6,49.3848096307,2.61936803553
8,47.8617807064,0.654044888377
29,44.0029268043,1.45114680413
1467,46.2285207281,1.17281064947
28,45.2215835502,4.72347943452
60,47.1409616832,2.42597712218
18,44.7794080781,0.444335706895
49,45.7218835884,1.3678917188
59,48.7318577878,0.545628090073
161,49.0408635757,7.27733357043
13,45.237352605,0.111052044267
7,47.1007325389,-0.383422642271
10,43.0126351765,-0.121360765935
15,46.2007159715,4.27045776133
8,48.3518354847,7.72863456174
5,47.9569435042,4.48444403788
5,46.7499702083,3.57600499117
26,44.0696746429,4.15790538028
5,48.195711108,5.64311984869
10,49.2211365701,-0.641273751306
37,48.8488921299,-1.26431862113
2705,47.8582160336,4.59192199701
29,49.8695433545,2.43039869559
10,43.4925754832,1.93375847468
70,45.0609236607,5.34591472176
53,44.3356176138,5.0506163995
1112,48.7900855424,2.66122415764
55,47.8527643575,-4.16160884308
2,43.2524090816,0.261598345068
16,45.3278061357,-0.348630198728
1,47.4837994752,6.61593943088
412,48.0387121214,6.38237551394
52,48.8853336012,2.05562938511
43,49.1844475204,4.22804448988
127,49.3372900264,6.03313873426
53,43.0950124343,0.107093938563
7,48.6583186822,0.541666162724
2336,46.039455304,0.199192104707
26,48.1328534354,-2.54349043634
96,16.311751596,-61.0526890523
291,47.7728317091,-2.15651114837
1,48.2361442581,4.64187603164
70,48.0570941701,2.14189355578
17,42.9919399277,1.53796781616
26,43.1289596051,-0.978843273973
95,49.5910938147,3.26877002882
2,48.4620840236,4.55442425435
17,45.4000368216,0.643672265068
3014,45.8642146878,4.83076882864
3,49.8354296126,2.15949387069
10,49.224367243,5.6960269701
17,43.8235244967,-0.14659664068
34,45.0457476873,-0.395962651945
78,50.8938368005,2.22204306272
32,45.7307516041,0.432572221643
23,49.2764757176,6.55325896948
61,46.3009535709,6.79280453698
23,46.2190224234,-0.545587322341
5,48.3843640334,1.90039348579
15,43.4558727053,1.51983884361
28,48.2082516391,3.99414213688
11,49.122177193,-0.997134740618
48,48.3340738846,-1.49930744372
108,49.180492978,7.00110743227
68,48.605210467,-0.525248571661
4796,48.9386070153,2.53124057567
17,47.4671316033,6.73247135542
9,50.2684109099,2.32331979143
10,44.2495510618,5.21417355869
42,43.6641779009,3.72842619012
7,42.7798466891,1.60572144685
40,48.4673083609,6.29365271914
18,48.4684641557,4.02789249999
13,48.5266441925,3.87406836475
300,47.8012448483,-4.28617785695
202,45.3973605604,5.4963701967
7,48.0778186819,3.82587613771
13,49.1983151268,3.04668303732
23,42.6637917961,2.39585353258
38,48.9809878964,7.87807854084
9,46.4854125388,4.77572068002
16,45.6072931842,6.71151467254
13,48.932278559,2.76825616233
52,46.5361950227,6.1273377518
500,43.2069315557,5.82020086096
74,48.4195557033,1.35743485522
176,46.8977541296,-1.82443040539
27,45.7541162328,-0.745291406801
13,42.5012125582,2.01713210956
16,45.8624690425,1.04112218143
33,50.5041629351,3.08506088086
6,47.8253832848,5.8194773188
44,49.6550975512,2.26906443197
4,44.6417575332,3.10788054889
5,49.3535843441,1.67606825753
31,42.7733893717,1.51114862986
12,43.7385172252,0.00694029639365
16,49.0071560938,7.18605554531
3,43.008007201,0.99694808241
121,50.0506114879,4.06404937092
167,46.3449718057,3.7999456795
13,43.478719085,-0.277971738226
179,47.6228786892,-2.72442609453
72,49.8750647112,4.69366948073
35,45.6163801632,2.94006169987
134,49.0124690471,7.768432419
1062,49.3721246762,0.102123470052
10,49.3649602642,0.877572204781
35,48.4068133604,7.57239597333
23,48.6267877328,3.02021144057
32,48.0522095083,-1.33866165819
9,45.657582706,1.7964084025
6,44.4043915253,6.19420304469
8,47.2185048101,1.69379686982
3154,50.4401000981,3.44460708029
15,43.7911506401,1.65853736504
353,45.7510558385,3.126134119
16,46.3703981885,-0.474635693538
73,46.611019489,-1.58031627863
3,48.2347546949,5.79472191903
60,48.7394780616,2.55491338455
47,48.3838863955,3.03202165862
7,47.5135595984,4.31750870868
28,43.8849394587,-1.06224013278
48,44.5081490577,1.023587785
11,45.014476321,0.505394906557
21,49.6149739631,1.48812249463
23,45.4170695019,3.44908379911
22,46.135983782,5.57106016428
21,45.9156691196,0.10397491034
7,48.4055650725,1.19764831132
2,47.8628951813,6.22816351051
13,44.9430987654,5.65579105811
56,49.0287050139,2.6367073967
155,50.2425296454,3.43939074526
2,49.6953840868,2.21713981156
34,47.6920814143,7.32559027655
23,46.2465065604,4.97464940331
14,47.3122685986,6.96941804742
28,45.4350654984,5.23161920864
1,49.2747967442,3.64275042996
152,46.0362105004,6.11527700259
4,47.2589627246,5.81341333993
29,46.5555538326,0.202564421374
20,50.967052608,2.15668818231
31,45.8355530258,4.82084858556
33,49.3168013752,6.28918104694
64835,48.6400443482,-1.98060627256
10,44.1371207692,5.87627669795
14,49.1972757573,4.41096827282
13,47.3214778627,6.91192058012
6,46.5434949213,3.85137583197
11433,44.2028139104,0.625583928763
26,46.1257380444,3.00492464249
9,45.9287373881,-0.312106629697
49,45.7934338068,3.86367748356
13,46.5832260551,4.11167998063
20,46.9502322879,6.24102046225
17,43.0879036515,1.54799869593
5,44.7409359131,0.686088955421
11,48.8526076022,3.41948549224
128,45.6864206017,3.19978584082
12,47.5493086429,4.05005175601
18,48.2369590372,-4.23152835996
27,50.4116603363,2.34375575662
28,46.1463514525,2.28115998053
15,43.7101712397,3.42987273184
5,48.8969970894,6.34037404652
125,45.2718637753,4.89169921081
111,43.5074145403,1.35458627554
62,49.0755681327,7.29043662433
21,46.403527358,2.05486198243
10,49.05755169,6.44110870664
19,47.6906077603,-0.802929721052
9,44.726806862,1.53672996864
56,48.2233131664,2.70750970158
10,49.4067670559,0.803595521754
38,49.2564181066,5.13457463823
24,45.9699127894,4.59789508297
34,49.4218075738,3.00010078676
67,47.1701591492,-1.72606479691
17,48.6916242352,6.90768275556
2,47.3453618819,5.34081776332
434,16.3893559546,-61.4497634927
8,44.2755002172,1.67305723666
29,47.2234666455,-0.18231147008
9,45.3171353918,5.39238954816
18,47.7872946763,5.34164047789
10,48.7154934695,5.44781303231
19,47.0682831624,3.88728791714
374,48.7387813748,-2.9791439557
1629,48.2340717388,-3.24711732443
4,47.6121777534,6.22089003773
315,44.8690011937,0.409883661138
30,49.3501826789,2.88709409437
36,46.0698879321,0.6490709569
23,45.5546305415,5.34018745003
10,44.3845067186,0.0666936093106
30,46.5431506465,5.33864320841
28,45.5651376948,4.54150317464
10,43.1951524207,-1.13016306002
5,46.5315651436,5.54829278779
5,48.8104980056,-0.135238062061
19,43.5296067212,1.71445599659
87,50.0051595609,1.49981533136
2,49.4946764579,3.85858670968
20,43.7618537122,0.166713123878
18,43.5819217189,-0.789693590118
7,50.0917864543,4.19598971428
106,45.389507146,6.64742719024
9,46.999120025,1.69787130226
33,44.4009437729,2.84225329377
117,47.6861486744,-2.2997401984
53,43.0445386527,-0.467140466364
27,48.9704665444,7.82012664257
28,46.0889341496,3.5877712092
6,48.2978458721,3.59984902807
21,45.9038439081,6.03434039234
4,48.6453011796,4.6872585742
5,45.902146623,5.43272695486
12,44.5486272611,0.352052970743
8,49.442470433,5.71492699523
19,45.0796648371,4.55727839601
7,50.0293857303,2.73562069227
4,49.3622618411,-1.58574528499
1171,48.1588840471,-1.68571943452
138,48.2687190251,7.53306592763
23,43.8035569048,2.97747865298
13,49.0444334826,3.71638188696
31,49.6594664485,4.80045594688
4,48.2083534,5.64678700964
24,47.9283813908,7.29831896796
4,49.1796481748,0.597511424785
369,46.134271716,-1.11454913295
15735,44.9130767869,-0.234709332068
7,47.1678543768,-0.482175305378
36,48.2197857067,-3.56230710183
18,48.2628087686,2.28517501246
12,49.6065980784,2.9753206205
22,44.9059208514,1.67151833797
276,48.476036197,2.70159529081
5,48.4585859701,4.38223049773
119,48.5106432062,-3.49141017809
4,49.1655310694,-0.186716961556
15,48.7738475764,1.85242453244
29,47.7948800184,2.93667863104
10,47.8635165634,5.43218978673
22,43.8324773443,3.75718423369
24,46.0427853144,-0.146119185079
19,46.7578876589,2.41076588761
34,47.2189643606,1.7473439973
35,49.5342045787,3.10272038663
342,50.5396043649,2.61906640484
230,44.8910656059,-0.32583268578
8,49.1979765872,4.78591314557
16,49.3242110965,6.57634987075
23,45.26521241,5.78391032229
15,44.0062686145,3.09638242965
9,49.1146186654,0.161876822628
23,47.0142256884,1.75629782161
80,48.6013342807,2.10541488357
291,48.6147598668,6.10912661259
138,48.9745244717,2.17786777518
23,45.4997686454,5.23217277414
122,45.529906626,5.94584830837
6,44.5053255197,5.89775602851
1242,43.4067792695,1.71965126707
39,47.4054642999,5.86034681333
46,46.2089488528,3.81781028236
10,47.5278583109,6.12143583046
10,47.1293532558,5.66464601093
129,48.2772549866,-2.71012681366
13,49.4517934888,6.22461967843
1727,43.6983525736,-0.265145513574
5,49.0933846739,0.242347762493
84,48.6787759026,-3.7057088823
533,48.7635612396,2.67962508199
2,48.8014157498,0.379968041831
716,43.3497136026,-1.69722838309
26,48.3134232598,2.88922235899
43,45.8771716527,4.86771013158
138,44.3705410959,0.698420769964
8,48.1677499424,4.4209760731
7,43.5472486577,0.160157307387
9,44.6662613577,0.879002663068
15,48.8064090554,-1.50085003989
20,49.1187938082,4.58881261321
84,43.6972031545,4.03751252164
44,48.2710203075,-1.19491182796
17,49.5820586693,2.30062161495
25,48.4982110144,5.14626238825
140,47.3121318128,6.81240649339
52,49.6355575735,4.01312880234
544,48.8434804253,-3.13340767618
8,46.9866522885,5.43420518172
6,48.6248391973,5.87737525004
16,49.7120375764,0.399997077372
40,50.0601121166,1.51829137537
73,45.1339229192,1.16376326914
14,49.57515956,2.76304639278
5,46.84026848,1.97384087757
19,46.5625110461,1.61164678911
36,48.0055574782,2.88981309888
7,47.9767999819,4.982031793
137,43.0547690657,1.63364245482
12,47.6600380526,6.31768021672
15,48.2759003271,1.87399760682
3,49.0033010144,4.15123028739
9,49.9927948123,1.97764245774
5,49.971796955,3.0617264877
81,45.3879504108,2.01084744458
21,44.1826393714,5.21385670497
34,50.4791705559,2.61907091985
43,50.6523596946,1.67768618773
3586,48.3565023559,5.69131913979
7,47.9247277892,4.14013153912
45,45.6203072664,0.0196009850937
64,48.4041439455,-3.29047753101
17,50.3453037362,2.44499865437
95,45.993087674,0.412273153255
24,44.7844141969,5.64878046907
7,48.4215002883,5.13093271018
16,45.6253241922,3.20376168016
15,45.2541335786,2.14246404167
18,42.9584800361,2.7700013115
1,,
43,46.276159957,0.691938825774
36,48.4153857478,1.88200624319
18,48.8631247309,1.23599075462
20,46.9938029264,5.47383936755
41,45.6462597262,3.32585901323
32,47.7994742775,6.32850280633
6,49.9652064178,3.7033753973
9776,48.7485203213,1.35931854112
8,48.7422652249,-0.962075624861
11,49.0303467553,6.24889661293
142,46.9335754783,-2.16743559847
2,46.8042039085,5.59805956986
46,49.507884098,0.968583908754
5,49.340063724,3.5110198819
3730,44.773185218,-0.558212256384
20,49.4686112541,6.2955500378
16,43.3823007411,1.92646643513
18,45.4445734596,3.41645424575
11891,45.7344856902,4.91168159471
44,46.3694246909,-1.06671995264
559,45.5084437218,6.05560369254
70,47.9265481211,-3.04066993826
37,47.4773814435,1.45430435221
17,47.1078990064,1.70661723859
1227,48.7897301312,2.28723493557
13,49.8268946102,0.849728214011
23,48.2737787659,-2.81191749639
2,48.2383642107,4.82708902094
86,43.5612550673,-1.0641894945
116,45.6448417915,5.00876036664
10,49.6372659106,3.17347612819
33,47.0315088379,2.14830052941
11,45.2003952069,3.40653237209
23,44.827504864,1.42494397821
11,49.6699097849,1.52151036865
13,48.1996782401,3.79189787326
26,49.318922019,1.5084674826
9,49.1974017349,0.0757798080926
234,48.8579690039,3.23286797694
21,48.3281689535,2.36609167603
31,45.1710812431,6.01841266014
128,42.8795171828,1.6442180232
5,42.9924688915,0.583832200787
2,48.3711938779,3.53292444285
11,43.4355784077,0.904322141651
62,49.6319375816,-1.47264089403
366,47.3125328416,-2.20700045585
34,46.4817772858,3.64933142149
10,49.8241090128,1.90869386757
22,43.1187447773,0.902129686925
8,46.4724060725,4.33771715478
12,48.7418948425,5.41343354401
14,49.256053123,0.806583378737
68,44.9505638532,2.12045291632
4,43.7508754164,3.35595982822
32,48.4854312725,0.659562933284
97,46.2809892727,1.50573009278
4,43.2487475475,0.941734227527
37508,48.8289932116,2.32710088326
261,50.1760397062,1.51571510783
23,43.7108557763,-0.979606796213
23,45.0871076181,1.37000176576
16,47.1669744984,5.5649107588
19,45.4239866507,1.79091632858
17,47.9513185093,-2.66089059866
20,,
5,46.4925794198,4.63893731321
36,45.7417093777,-0.0897179678272
15,43.9152250646,-0.58964747466
10,47.4135413138,5.11448988395
48,44.1100274334,0.856994008348
42,43.590855656,1.72440998002
29,45.1166600305,5.28073341872
33,49.2123743231,1.97064890593
56,46.8814213211,-0.0550217260198
6,44.0943105586,-0.611631223993
13,44.7003919648,4.47316819572
2,47.1007094404,5.95901905679
23,48.1744609196,3.14702856425
10,50.2136798325,4.10541703727
100,44.2420637295,1.75360869362
72,46.9035481163,1.85857404368
68,45.6980828693,3.82450309755
21,46.658636225,2.65427484498
12,44.4120569863,0.0588990507581
16,44.9558893594,0.454934411397
23,49.6778615755,3.58559308314
78,48.1771432995,-0.792693064482
71,48.0311233627,-0.275648536634
14,46.0492070067,2.7408717504
20,48.781544071,7.56733864822
10,48.4933449333,6.11846755085
100,49.0653836521,6.04477980667
17,44.6054295973,2.88073175235
2,49.1156179213,5.66923029109
41,48.892173968,7.97014656337
11,48.5269161626,2.15432082253
1,43.6355182849,3.28015799164
31,47.8075577891,6.88027043152
12,46.8986962713,5.04813103141
12,43.3720098717,-0.465298241664
34,49.1202677758,-0.233407879923
52,47.2077298094,0.829508341853
247,47.0839938747,-1.81814462702
4,48.7371565601,0.306149827572
40,47.9227804565,3.84516630553
12,47.6037839946,7.31760111595
174,48.7075368111,-3.56441252563
78,48.5248190208,-2.84790774522
108,48.2017280828,0.885473078137
8,47.3907339814,4.76320070709
31,46.3838249809,3.40743256191
731,49.0090520551,0.696415474297
60,42.5745922327,2.89542921407
35,44.3085319978,-0.885914043691
9,47.9744723154,1.13493872934
35,49.7690921443,2.9844476988
18,49.1760119243,6.24626769306
14,48.8424185091,4.7832872554
8,45.0272825113,5.24326609957
6,44.6207172976,1.82420709505
17,47.320865437,-1.95839196459
24,48.0614208106,7.16506568008
2978,48.9458384367,2.49329041687
11,43.9732979744,4.16569285159
6,46.3585670926,5.46287459614
10,49.310933741,-1.52894483942
4,43.8361451105,7.46455247487
13,48.5579280908,0.401372198691
9,48.8125986306,6.298257299
962,48.3458722142,6.63121002783
7,43.364816423,0.339588596362
50,47.6131430435,-1.52831796122
233,50.4616640055,2.88243603583
2,47.7161433717,5.00835250709
4,48.850273801,6.33084247597
3,49.0358954042,2.84316991013
24,45.2792183518,1.38416762976
32,50.0612738693,2.18597099318
10,48.2473913847,3.94199151664
14,46.0866252044,1.76923265041
32,44.9447136022,1.93517453774
310,48.097397419,-1.78149989185
14,49.751235296,3.13377121735
7,49.4869134023,-1.415719419
13,49.3290731499,3.21634686939
366,48.6255350477,-2.8413899481
27,45.8166087877,2.57954692815
29,47.3663925379,5.46063337832
29,48.5553652866,3.71047973437
29,48.0152724586,7.12389564467
30,49.5939801333,2.64865776071
388,45.8852613668,6.31953220709
15,48.6145967279,2.8066323497
88,50.0811863069,2.37614485033
31,45.1572384693,-0.737068946375
243,43.6021759228,2.68705591152
38,45.1912964207,-0.578370670079
12,42.7919607747,1.57570997337
30,46.7329496925,-1.82595152879
38,46.6786935635,-0.782949851125
23,48.4981066436,2.01059778399
16,45.3586816198,-0.298855553768
63,45.8513916699,0.773197167344
8,49.6525314481,4.40676539021
48,49.6288821095,-1.52811592716
52,48.4914561731,-2.01805917808
19,44.3844144129,1.22801974152
905,46.5636456232,3.37978160133
18,50.0427875806,2.20337293934
34,44.8174157178,3.72227564708
13,45.5245837373,0.0763918850702
50,44.1164232741,4.0327398577
11,47.1535504221,1.15871292042
9,43.05907818,2.02221796276
6,49.4629055692,3.53929108659
165,47.9326007256,2.16025043268
24,48.8700905322,-1.24787411802
25,50.2821494192,1.72270579703
9,45.1273004065,1.96861582967
34,45.5930624108,0.467173536421
36,45.5213671549,4.53017673396
10,48.6577603039,5.31810746284
6,48.4275449909,5.39183251912
121,43.3970008535,1.56284460409
22,48.6742050739,0.689209561635
155,45.135004008,3.82064144653
8,45.6484157655,5.72648384584
15,49.6978131736,2.66525578046
8,49.3161871346,-0.752920161833
10,44.7965226108,2.20974187733
371,46.3252811442,5.11295966315
231,43.3371906607,5.9839377705
14,47.9388716442,-0.0547288929729
142,46.0909654813,5.37349784691
29,46.7571405125,4.71340832367
518,42.7785910442,2.87687296538
21,46.8846862374,2.09589433359
31,44.7900404678,1.94025068217
15,47.9402612111,5.83368203758
14,49.0530490833,2.26887039033
5,43.8258792958,3.81594115677
78,48.4177117997,0.0580112631913
14,44.0529870158,0.78331430404
18,46.0656961548,4.98282673172
168,49.4995747303,5.75731520354
316,46.1638179584,2.84278214683
46,48.1924942272,4.79087455896
8,49.5402657888,1.41428149817
17,48.6876193264,7.05195872766
4,49.7211108706,2.07600122174
16,47.6568601238,7.23377297694
18,47.2061915063,5.84308550678
308,46.9571786318,6.11754093497
136,49.1168142079,6.86777677982
27,48.2263014135,-0.246813322677
14,44.128219237,6.28007885939
10,44.9966929064,3.39158114274
11,49.059130605,1.74195790474
37,48.2054577095,3.24082644551
53,47.3019658435,-3.10628601643
50,48.3312815098,3.64419365693
42,49.0806906445,7.40599666671
10,46.8221705965,5.91238852828
28,48.2230674956,-0.930972405821
4,47.1606289716,5.59427997843
15,48.9011406989,3.22658496593
23,44.9568056428,-0.206253133932
121,48.7955034518,3.27252320756
27,49.5833092246,-1.73831108507
7,46.0122478554,-0.261363378689
80,50.588902264,2.51386787052
8,46.3470023878,5.40328519378
7,50.1779588737,4.13702062275
12,47.5494780596,1.04682075879
6,43.3702423264,0.681801871432
19,46.3638960777,4.28153745354
90,45.9426860436,1.56102508429
1,47.0338272835,2.79301218306
5,47.5761672449,4.59152552704
16,44.9822248475,1.07992123223
138,47.916936377,1.82353479018
516,46.958968613,4.61935844911
9,48.8530698263,-0.160675825982
112,49.1626366671,3.26436269893
42,48.3522657851,-2.52156644539
23,47.2489222519,2.41081023513
22,49.8865505663,3.67406409367
6,45.0097901662,2.2880455218
80661,49.633412156,-1.63390160204
84,46.8104311793,4.7565417637
382,45.6572392985,0.964687507808
59,46.4009643491,-0.742816267425
12,49.8254730877,1.55839902863
80,45.9470701507,1.29289430243
29,46.7462083335,5.30794162297
14,47.8185029824,0.23744354895
9,43.8107671631,1.03366935308
91,46.7316211339,5.42781411933
116,47.7620031933,-0.495000586199
84,50.5626769272,2.82845132596
12,48.6576126839,5.97596975592
9,49.7618503091,3.70312508858
36,48.9150746894,7.77903805347
6,44.0964783684,2.97961913091
199,45.6906747183,0.849177803475
14,43.368781372,-0.864438809018
9,49.0102591835,3.22764610411
31,47.7549976504,6.41938709538
48,49.0091475315,2.66309885608
11,49.2410615022,1.80857359539
11,49.5321707367,5.34285786422
5,47.4496113899,5.97526749135
46,48.1525880159,2.26941914573
33,46.2825163052,3.99815426784
43,43.8122894492,2.63515019916
96,44.7650507799,3.87177102948
45,47.7320234498,2.29028303384
16,48.2485392063,3.11023826563
46,48.1734919803,4.21620941399
25,50.1751742719,2.52871563115
14,47.1642216869,0.141915191024
430,43.214412802,3.17666583157
38,45.3609994105,5.5511979426
7,45.329823943,-0.300959977347
6,49.6464064549,0.702728853885
9,43.4377361422,0.959505366368
35,50.5567255467,3.18952793321
182,45.8638291864,0.711713773005
35,45.936197398,2.38523342152
13,49.2053766905,0.667415097582
25,45.9618992174,5.93569269941
52,45.6250408506,1.53874001949
45,45.653878347,1.24126604964
21,46.8274117737,5.20316156952
65,47.1694217154,4.13049282693
21,46.8493063168,5.02211527314
17,49.092081743,-0.855715721102
12,46.5124158536,5.69815405752
10,46.0004341516,6.13625958374
111,45.7370504986,1.63875195833
62,43.9126951654,1.21926326685
398,44.3482808478,4.75744934383
28,46.9719782198,0.0979602730764
336,48.0557945163,3.90532960286
230,48.9026554238,1.27831847187
1,49.7670333979,3.33255021354
5,44.6594105975,5.20902825087
24,47.0937316918,0.334993321235
10,42.7525421686,1.96514650646
5,49.1779193913,0.091587015818
6,48.8919040892,5.79727902455
150,47.6952215995,3.98085741528
8,45.0699830319,3.05933407794
20,49.9705608416,3.59399622464
29,47.3463369115,6.84435970249
27,47.9898633359,2.55885928957
18,47.8415266844,6.29533875186
13,48.9385057671,6.61439678254
10,43.0917474714,0.196734819269
29,46.8165810334,4.61430858653
44,47.8664420498,3.79721123196
36,47.3889980473,6.8102011305
28,44.9864739922,4.3441511813
143,47.2253813658,-2.06604710896
7,43.5729419126,0.0566677604878
21,48.5539831477,1.73345464654
13,48.6617122731,7.0490425095
38,44.8496333181,-0.149970090399
8,45.9398936436,3.18639040806
16,47.0235769936,2.90253231971
19,49.6594170534,-1.44840446886
43,50.7236925633,1.93553476901
16,44.4690744788,3.49143883359
5,48.0697572489,4.71940908337
29,45.0590148291,4.69898079433
8,48.2550792825,2.15858235508
22,49.4559271908,2.75517506422
15,47.6551436907,-0.309834884442
28,48.3817396388,-1.8184050063
66,44.4835265148,-0.0662157307002
15,45.4463545043,6.09897767775
3,45.7490416401,5.82274502837
23206,48.8760285569,2.36111290456
19,45.4584826405,3.80945921845
303,43.2514206471,2.11029895207
24,47.2119822043,5.75247892377
19,50.1381261668,2.39740510092
22,48.7171280907,6.21562801792
22,49.7760927135,1.86331037003
6,49.7129601282,2.20475435684
5,45.6147736513,4.15456122619
26,47.6603355661,-0.71140770195
14,48.196859172,6.66860089142
3,49.7471421081,3.47979315066
3,48.4464179633,5.43815444912
33,48.7226898525,7.37894754782
8,47.1842585224,6.00851020634
2,48.8291215221,5.84616523476
239,15.9939024439,-61.6864178604
61,15.8543976309,-61.6341060684
9,48.3765895082,5.91518537556
67,43.911329791,2.50746154724
17,43.3677103686,2.07806580446
4,49.0598701998,0.703048495388
5,49.5368969307,5.22074045753
13,47.287657405,3.64242914164
12,47.0328816629,5.80653382089
11,48.2742122102,5.96709778619
18,47.5518330621,6.69787276239
37,49.336051033,6.26255383896
30,45.3199496154,4.89224793347
11,44.9505522191,6.66654834986
15,48.5765120738,5.15370623292
156,48.7567351109,2.20665207098
45,44.3535292844,0.43709855772
15,49.9436201433,1.80412989344
21,49.9902026288,2.08654699872
5,44.7547642391,-0.185776017902
21,47.0718096664,3.84542104585
13,42.9263371588,0.684482235648
9,48.1258029948,2.42594783192
13,48.5327670824,0.00848249030153
11,49.8835632271,4.26492638229
283,45.4592334902,6.11216246274
5,46.9896694656,5.89705874388
5,48.7106542315,4.9541795358
144,49.5651631452,0.833069408864
6,48.8646988987,-0.303404907346
26,50.2004598383,2.74639343282
39,49.389080292,2.69965926929
11,43.7670142156,6.20652542725
31,48.1724461499,3.53441319941
40,42.9553633761,1.15625348151
1669,48.9550132062,2.31453043231
14,49.7678519085,2.41703713925
8,47.6509274907,6.3893154252
15,46.9694218287,-0.233924746738
57,47.023060564,6.62116670386
30,49.5123717764,2.27407884393
27,47.2114118968,0.0218791736623
41,48.7821077073,-1.10464666586
90,45.1209452513,5.5907415298
26,45.4232022991,5.30860721755
6568,48.7642280465,5.16346492169
32,48.7661940133,4.57813670134
32,49.1652249379,2.55752249629
13,48.7791762757,4.73816215254
56,43.3468106616,1.85317961566
23,48.9910763969,0.916140545325
22,43.0131099513,0.749757075075
20,45.1764193419,2.27292726174
19,44.5896223889,0.531957524154
10,48.3359466326,7.27796558319
5,48.5049086488,0.586338732219
196,49.0141682011,2.28900488904
94,47.568810886,0.67274558764
107,50.6687608865,1.68795327602
12,49.2179420109,0.794815809765
23,47.9569372916,3.96407269438
138,43.8430473493,1.9835948491
6,46.4011757711,5.84079043463
64,44.5985890529,4.37388980251
28,48.8717353508,7.01381132369
11,45.4311590741,-0.0136973551346
13,47.9859108878,1.03373014435
34,44.7584182677,2.18352283274
11,48.5433586588,0.649080735895
76,50.3253821605,3.60666630753
20,44.6047590618,1.07450251604
15,47.4611172528,4.15752601087
